unique_id	corpus	match_position	year	author	plaintext	status	kommer_position	att_position	verb_position	verb_lemma	distance_to_att_words	distance_to_att_symbols	distance_to_verb_words	distance_to_verb_symbols	voice	inf_length	att_before	distance_att_before_words	distance_att_before_symbols	att_between	att_after	distance_att_after_words	distance_att_after_symbols	subject_id	subject_form	subject_lemma	subject_type	subject_pos	subject_relpos	genre	month	day	time	text_id	thread_id	poslist	section	shortsection	userid
890	DN1987	2995373	1987		Men cesiumhalten i renarna kommer inte att sjunka till lägre halter än 500 till 1 000 bequerel per kilo kött .	att	5	7	8	sjunka	2	5	3	8	active	1	0			1	0			2	cesiumhalten	cesiumhalt	other	NN	before	news	02	07				KN NN PP NN VB AB IE VB PP JJ NN KN RG PP RG RG NN PP NN NN MAD			
891	DN1987	2996766	1987		n vän som är skådespelare i början av sin karriär , och fortfarande tar sin konst på allvar , har svurit på att det är två saker han aldrig kommer att göra .	att	30	31	32	göra	1	1	2	4	active	1	1	7	23	1	0			28	han	han	dummy	PN	before	news	02	08				PM NN HP VB NN PP NN PP PS NN MID KN AB VB PS NN PP NN MID VB VB PP SN PN VB RG NN PN AB VB IE VB MAD			
892	DN1987	2999301	1987		-- Vi kommer inte att hyra ut lägenheter till några som bara väntar på att flytta in i sin villa , säger Stefan Cronberg .	att	3	5	6	hyra	2	5	3	8	active	1	0			1	1	9	37	2	Vi	vi	other	PN	before	news	02	12				MID PN VB AB IE VB PL NN PP PN HP AB VB PP IE VB PL PP PS NN MID VB PM PM MAD			
893	DN1987	3003425	1987		Och han tillade att de fyra fall som då återstår kommer att granskas noga .	att	11	12	13	granska	1	1	2	4	s-form	1	1	7	24	1	0			0						news	02	06				KN PN VB SN DT RG NN HP AB VB VB IE VB AB MAD			
894	DN1987	3003661	1987		-- Jag tror att svensk tyngdlyftning kommer att bli större igen efter nedgången som varit under några år .	att	7	8	9	bli	1	1	2	4	active	1	1	3	20	1	0			6	tyngdlyftning	tyngdlyftning	other	NN	before	news	02	12				MID PN VB SN JJ NN VB IE VB JJ AB PP NN HP VB PP DT NN MAD			
895	DN1987	3006863	1987		Den 86-årige Khomeini talade med stadig och stark röst under det 17 minuter långa talet som sändes ut av Teherans radio och sade bland annat att striderna för ' den heliga saken ' kommer att fortsätta tills Iran segrat .	att	34	35	36	fortsätta	1	1	2	4	active	1	1	6	27	1	0			27	striderna	strid	other	NN	before	news	02	12				DT JJ PM VB PP JJ KN JJ NN PP PN RG NN JJ NN HP VB PL PP PM NN KN VB PP PN SN NN PP PAD DT JJ NN PAD VB IE VB SN PM VB MAD			
896	DN1987	3008085	1987		Lars Jalmert , författare till boken ' Den svenske mannen ' , kommer att finnas i studion som samtalspartner till Malena Ivarsson .	att	13	14	15	finnas	1	1	2	4	s-form	1	0			1	0			1	Lars	Lars	other	PM	before	news	02	08				PM PM MID NN PP NN PAD DT JJ NN PAD MID VB IE VB PP NN KN NN PP PM PM MAD			
897	DN1987	3008355	1987		Lennart Daléus : Vi är emot nya Nacka centrum som kommer att öka bilismen väsentligt .	att	11	12	13	öka	1	1	2	4	active	1	0			1	0			10	som	som	other	HP	before	news	02	11				PM PM MID PN VB PL JJ PM NN HP VB IE VB NN AB MAD			
898	DN1987	3010880	1987		-- Det kommer också att göras nya undersökningar med grodmän och undervattensslädar i havet utanför .	att	3	5	6	göra	2	6	3	9	s-form	1	0			1	0			2	Det	den	dummy	PN	before	news	02	07				MID PN VB AB IE VB JJ NN PP NN KN NN PP NN PP MAD			
899	DN1987	3013006	1987		Ingen , inte ens nykterhetsrörelsen , kommer att förlora på förslaget , anser de .	att	7	8	9	förlora	1	1	2	4	active	1	0			1	0			1	Ingen	ingen	other	PN	before	news	02	08				PN MID AB AB NN MID VB IE VB PP NN MID VB PN MAD			
900	DN1987	3015496	1987		Pengar som vi kommer att tjäna in på två säsonger tack vare lägre kostnader .	att	4	5	6	tjäna	1	1	2	4	active	1	0			1	0			3	vi	vi	other	PN	before	news	02	10				NN HP PN VB IE VB PL PP RG NN NN VB JJ NN MAD			
901	DN1987	3019713	1987		Han utsågs nyligen till kulturchef i sin gamla hemkommun Bärum i Norge och den befattningen kommer han att tillträda när efterträdarfrågan i Norrköping är löst .	att	16	18	19	tillträda	2	4	3	7	active	1	0			1	0			17	han	han	other	PN	after	news	02	11				PN VB AB PP NN PP PS JJ NN PM PP PM KN DT NN VB PN IE VB HA NN PP PM VB AB MAD			
903	DN1987	3027934	1987		Solna kommer dock att göra ett snabbt försök att få hit en amerikan .	att	2	4	5	göra	2	5	3	8	active	1	0			1	1	4	16	1	Solna	Solna	other	PM	before	news	02	10				PM VB AB IE VB DT JJ NN IE VB AB DT NN MAD			
904	DN1987	3029582	1987		Det skulle bli en viktig signal till energimarknaden om att kärnkraften verkligen kommer att avvecklas .	att	13	14	15	avveckla	1	1	2	4	s-form	1	1	3	21	1	0			11	kärnkraften	kärnkraft	other	NN	before	news	02	12				PN VB VB DT JJ NN PP NN PP SN NN AB VB IE VB MAD			
906	DN1987	3036675	1987		Framtidens robotar kommer att bli billigare och lättare att programmera .	att	3	4	5	bli	1	1	2	4	active	2	0			1	1	4	20	2	robotar	robot	other	NN	before	news	02	05				NN NN VB IE VB JJ KN JJ IE VB MAD			
907	DN1987	3036685	1987		De kommer också att klara flera speciella funktioner , enligt experten Gösta Martins på Asea i Västerås .	att	2	4	5	klara	2	6	3	9	active	1	0			1	0			1	De	de	other	PN	before	news	02	05				PN VB AB IE VB JJ JJ NN MID PP NN PM PM PP PM PP PM MAD			
908	DN1987	3037628	1987		Men läkarna tror att det kommer att gå lättare med det andra benet eftersom jag har fått högre smärttröskel och är mer insatt i vad som väntar .	att	6	7	8	gå	1	1	2	4	active	1	1	2	4	1	0			5	det	den	dummy	PN	before	news	02	09				KN NN VB SN PN VB IE VB AB PP DT JJ NN SN PN VB VB JJ NN KN VB AB PC PP HP HP VB MAD			
909	DN1987	3039922	1987		Men ingenting tyder på att Hans Holmér kommer att skjuta sig av kärlekssorg och Ingvar Carlsson är ingen de Gaulle -- även om Olof Palme hade kunnat tänkas vara det i en motsvarande situation .	att	8	9	10	skjuta	1	1	2	4	active	1	1	3	11	1	0			6	Hans	Hans	other	PM	before	news	02	11				KN PN VB PP SN PM PM VB IE VB PN PP NN KN PM PM VB DT PM PM MID AB SN PM PM VB VB VB VB PN PP DT PC NN MAD			
910	DN1987	3047327	1987		Förutom framförandet vid familjekonserten på söndag den 15 februari kommer den att ges för kommunens alla fyror vid två skolföreställningar på måndag .	att	10	12	13	ge	2	4	3	7	s-form	1	0			1	0			11	den	den	other	PN	after	news	02	12				PP NN PP NN PP NN DT RG NN VB PN IE VB PP NN DT NN PP RG NN PP NN MAD			
911	DN1987	3050747	1987		Och ' Vargarnas land ' -- som i dag anses som en av de finaste naturfilmer som gjorts -- kommer nog att stå sig bättre än ' Den levande öknen ' .	att	20	22	23	stå	2	4	3	7	active	1	0			1	0			4	land	land	other	NN	before	news	02	08				KN PAD NN NN PAD MID HP PP NN VB KN PN PP DT JJ NN HP VB MID VB AB IE VB PN AB KN PAD DT PC NN PAD MAD			
914	DN1987	3060221	1987		Det kommer att drabba unga kvinnor som hamnar på socialen i stället .	att	2	3	4	drabba	1	1	2	4	active	1	0			1	0			1	Det	den	dummy	PN	before	news	02	10				PN VB IE VB JJ NN HP VB PP NN PP NN MAD			
915	DN1987	3060272	1987		-- Vi tror att Shamashs välutvecklade kontaktnät , inte bara i Kina , utan också med de stora handelsnationerna , kommer att tillföra Hexagon mycket , säger han .	att	21	22	23	tillföra	1	1	2	4	active	1	1	14	81	1	0			7	kontaktnät	kontaktnät	other	NN	before	news	02	10				MID PN VB SN PM JJ NN MID AB AB PP PM MID KN AB PP DT JJ NN MID VB IE VB NN AB MID VB PN MAD			
916	DN1987	3060769	1987		Socialdemokraterna har räknat ut att eftersom antalet åldringar kommer att öka kraftigt stiger kostnaderna till tolv miljarder kronor år 2000 om inget görs .	att	9	10	11	öka	1	1	2	4	active	1	1	4	25	1	0			8	åldringar	åldring	other	NN	before	news	02	09				NN VB VB PL SN SN NN NN VB IE VB AB VB NN PP RG NN NN NN RG SN PN VB MAD			
917	DN1987	3063748	1987		Där föddes och bodde han hela sitt liv och kommer nu att vila på dess kyrkogård .	att	10	12	13	vila	2	3	3	6	active	1	0			1	0			0						news	02	11				AB VB KN VB PN JJ PS NN KN VB AB IE VB PP PS NN MAD			
918	DN1987	3067504	1987		Måndagen den 16 februari och resten av veckan kommer SMU att besöka kommunens skolor med ett fredsprogram .	att	9	11	12	besöka	2	4	3	7	active	1	0			1	0			5	och	och	other	KN	before	news	02	12				NN DT RG NN KN NN PP NN VB PM IE VB NN NN PP DT NN MAD			
919	DN1987	3072567	1987		När razzian i Arboga nu avslutats i månadsskiftet kommer polisen i Köping att inrikta sig på nästa stad .	att	9	13	14	inrikta	4	15	5	18	active	1	0			1	0			10	polisen	polis	other	NN	after	news	02	08				HA NN PP PM AB VB PP NN VB NN PP PM IE VB PN PP JJ NN MAD			
920	DN1987	3074201	1987		Ett lokalt utvecklande av samarbetet kommer inte att innebära några besparingar .	att	6	8	9	innebära	2	5	3	8	active	1	0			1	0			3	utvecklande	utveckla	other	PC	before	news	02	11				DT AB PC PP NN VB AB IE VB DT NN MAD			
921	DN1987	3078807	1987		-- Vi kommer att satsa på varje match i fortsättningen ändå .	att	3	4	5	satsa	1	1	2	4	active	1	0			1	0			2	Vi	vi	other	PN	before	news	02	12				MID PN VB IE VB PP DT NN PP NN AB MAD			
923	DN1987	3085661	1987		-- Detta är ett alldeles extremt läge som tveklöst kommer att medföra stora försämringar , säger Tomas Kollberg , budgetchef på socialförvaltningen .	att	10	11	12	medföra	1	1	2	4	active	1	0			1	0			8	som	som	other	HP	before	news	02	06				MID PN VB DT AB JJ NN HP AB VB IE VB JJ NN MID VB PM PM MID NN PP NN MAD			
924	DN1987	3086681	1987		-- Lite avslaget kommer det nog att bli efter VM , men jag åker både slalomen i Markstein ( Frankrike ) och storslalomen i Todtnau ( Västtyskland ) , säger han .	att	4	7	8	bli	3	7	4	10	active	1	0			1	0			5	det	den	dummy	PN	after	news	02	09				MID AB PC VB PN AB IE VB PP PM MID KN PN VB KN NN PP PM PAD PM PAD KN NN PP PM PAD PM PAD MID VB PN MAD			
925	DN1987	3087835	1987		Tjernobylolyckan kommer i Gävle och Västernorrland att ge ett totalt tillskott av strålning motsvarande tre årsdoser naturlig bakgrundsstrålning eller tre årsdoser av medicinska röntgenundersökningar eller mindre än ett års radonstrålning från våra bostäder .	att	2	7	8	ge	5	24	6	27	active	1	0			1	0			1	Tjernobylolyckan	Tjernobylolycka	other	NN	before	news	02	12				NN VB PP PM KN PM IE VB DT JJ NN PP NN PC RG NN JJ NN KN RG NN PP JJ NN KN AB KN RG NN NN PP PS NN MAD			
926	DN1987	3088745	1987		Trafikförbudet kommer att införas gradvis med början den 16 februari .	att	2	3	4	införa	1	1	2	4	s-form	1	0			1	0			1	Trafikförbudet	trafikförbud	other	NN	before	news	02	10				NN VB IE VB AB PP NN DT RG NN MAD			
927	DN1987	3090932	1987		Solistensemblen i Visby Ruinspel kommer att helt förnyas i år .	att	5	6	8	förnya	1	1	3	8	s-form	1	0			1	0			1	Solistensemblen	solistensemble	other	NN	before	news	02	08				NN PP PM PM VB IE AB VB PP NN MAD			
928	DN1987	3096127	1987		-- Vi fick information om att man kommer att upprätta en helt ny organisation och att man ska slopa den gamla organisationen , och därmed Palmerummet .	att	8	9	10	upprätta	1	1	2	4	active	1	1	2	4	1	1	6	24	7	man	man	other	PN	before	news	02	05				MID PN VB NN PP SN PN VB IE VB DT AB JJ NN KN SN PN VB VB DT JJ NN MID KN AB NN MAD			
929	DN1987	72	1987		-- Om affären blir av så kommer den inte automatiskt skapa fler arbetstillfällen på en gång .	omission	7	0	11	skapa	4	19	4	19	active	1	0			0	0			8	den	den	other	PN	after	news	05	19				MID SN NN VB PP AB VB PN AB AB VB JJ NN PP DT NN MAD			
931	DN1987	2864	1987		Ledaren för den svenska riksdagens största oppositionsparti har tidigare i år sagt att han inte tror ' att nedrustningssträvandena mellan USA och Sovjet kommer att leda till resultat som förbättrar situationen i vår del av världen ' .	att	24	25	26	leda	1	1	2	4	active	1	2	6	42	1	0			22	och	och	other	KN	before	news	05	21				NN PP DT JJ NN JJ NN VB AB PP NN PC SN PN AB VB PAD SN NN PP PM KN PM VB IE VB PP NN HP VB NN PP PS NN PP NN PAD MAD			
932	DN1987	16775	1987		Hon kommer att få ta strid inför öppen ridå med stockholmskan Jill Lindgren som nominerats av valberedningen och Eva Goés från Härnösand som vill bli omvald .	att	2	3	4	få	1	1	2	4	active	2	0			1	0			1	Hon	hon	other	PN	before	news	05	20				PN VB IE VB VB NN PP JJ NN PP NN PM PM HP VB PP NN KN PM PM PP PM HP VB VB PC MAD			
933	DN1987	17685	1987		-- Vi kommer att slåss för vår verksamhet , säger Roland Westlund , psykolog .	att	3	4	5	slåss	1	1	2	4	s-form	1	0			1	0			2	Vi	vi	other	PN	before	news	05	20				MID PN VB IE VB PP PS NN MID VB PM PM MID NN MAD			
934	DN1987	19544	1987		-- Vi beräknar att 250 000 ungdomar redan sett filmen och att det blir totalt en miljon som kommer att se den .	att	19	20	21	se	1	1	2	4	active	1	2	7	25	1	0			18	som	som	other	HP	before	news	05	19				MID PN VB SN RG RG NN AB VB NN KN SN PN VB AB DT NN HP VB IE VB PN MAD			
935	DN1987	24623	1987		-- Det kommer att bli jättedrag , menar Katja Rosenlind , en av arrangörerna .	att	3	4	5	bli	1	1	2	4	active	1	0			1	0			2	Det	den	dummy	PN	before	news	05	21				MID PN VB IE VB NN MID VB PM PM MID PN PP NN MAD			
936	DN1987	29715	1987		Förbundet kommer också att få en ny ordförande .	att	2	4	5	få	2	6	3	9	active	1	0			1	0			1	Förbundet	förbund	other	NN	before	news	05	19				NN VB AB IE VB DT JJ NN MAD			
937	DN1987	37971	1987		Och eftersom en ubåt är en sammansättning av flera produkter så kommer den här affären inte att gynna bara Kockums utan flera andra svenska företag , säger Sprimont .	att	12	17	18	gynna	5	18	6	21	active	1	0			1	0			15	affären	affär	other	NN	after	news	05	19				KN SN DT NN VB DT NN PP JJ NN AB VB DT AB NN AB IE VB AB PM KN JJ JJ JJ NN MID VB PM MAD			
938	DN1987	45343	1987		Det här kommer att möta hårt motstånd .	att	3	4	5	möta	1	1	2	4	active	1	0			1	0			1	Det	den	other	PN	before	news	05	17				PN AB VB IE VB AB NN MAD			
941	DN1987	53878	1987		Vi kommer att kvävas av avgaser .	att	2	3	4	kvävas	1	1	2	4	s-form	1	0			1	0			1	Vi	vi	other	PN	before	news	05	21				PN VB IE VB PP NN MAD			
942	DN1987	56413	1987		Under några julidagar i sommar kommer stockholmarna att kunna få sitt lystmäte av gamla segelfartyg med fladdrande segel och blankpolerade trädäck .	att	6	8	9	kunna	2	14	3	17	active	2	0			1	0			7	stockholmarna	stockholmare	other	NN	after	news	05	21				PP DT NN PP NN VB NN IE VB VB PS NN PP JJ NN PP PC NN KN PC NN MAD			
944	DN1987	63950	1987		Nu befarar dock mäklarna att många investerare , främst småspararna , kommer att vilja sälja sina innehav och ta hem sina vinster .	att	12	13	14	vilja	1	1	2	4	active	2	1	5	34	1	0			7	investerare	investerare	other	NN	before	news	05	19				AB VB AB NN SN JJ NN MID JJ NN MID VB IE VB VB PS NN KN VB PL PS NN MAD			
945	DN1987	67808	1987		Partiledaren Bengt Westerberg kommer att förgylla jubileet med sin närvaro .	att	4	5	6	förgylla	1	1	2	4	active	1	0			1	0			2	Bengt	Bengt	other	PM	before	news	05	21				NN PM PM VB IE VB NN PP PS NN MAD			
946	DN1987	69068	1987		I det perspektiv vi kan överblicka kommer behovet av byggnadsarbetare att öka , säger Håkan From , utbildningsanvarig vid Stockholms byggmästarförening .	omission	7	0	12	öka	4	26	5	29	active	1	0			1	0			8	behovet	behov	other	NN	after	news	05	20				PP DT NN PN VB VB VB NN PP NN IE VB MID VB PM PM MID JJ PP PM NN MAD			
947	DN1987	69090	1987		För att få ett längre perspektiv kommer undersökningen att fortsätta under 1987 .	att	7	9	10	fortsätta	2	15	3	18	active	1	1	5	22	1	0			8	undersökningen	undersökning	other	NN	after	news	05	20				PP IE VB DT JJ NN VB NN IE VB PP RG MAD			
950	DN1987	72564	1987		-- Jag säger inte att folk kommer att sparkas ut på gatan .	att	7	8	9	sparkas	1	1	2	4	s-form	1	1	2	5	1	0			6	folk	folk	other	NN	before	news	05	17				MID PN VB AB SN NN VB IE VB PL PP NN MAD			
952	DN1987	93996	1987		Ubåten kommer också att utrustas med en fjärrstyrd videokamera som är kopplad till en monitor inne i passagerarutrymmet så man inte missar någon sevärdhet .	att	2	4	5	utrusta	2	6	3	9	s-form	1	0			1	0			1	Ubåten	ubåt	other	NN	before	news	05	19				NN VB AB IE VB PP DT PC NN HP VB PC PP DT NN AB PP NN SN PN AB VB DT NN MAD			
953	DN1987	94510	1987		Tyvärr är vi människor ute i sista timmen och det kommer att stå oss dyrt .	att	11	12	13	stå	1	1	2	4	active	1	0			1	0			10	det	den	dummy	PN	before	news	05	20				AB VB PN NN AB PP JJ NN KN PN VB IE VB PN JJ MAD			
954	DN1987	94906	1987		Den tänkta vägbanken kommer att ta bort kontakten med havet och skymma viken för många Ljungskilebor och för alla besökare i Ljungskile centrum .	att	4	5	6	ta	1	1	2	4	active	1	0			1	0			3	vägbanken	vägbank	other	NN	before	news	05	21				DT PC NN VB IE VB PL NN PP NN KN VB NN PP JJ NN KN PP DT NN PP PM NN MAD			
955	DN1987	98912	1987		En omfattande utredning har inletts från amerikansk sida , och möjligtvis kommer denna att delvis göras i samarbete med den inledda irakiska utredningen .	att	12	14	16	göra	2	6	4	15	s-form	1	0			1	0			13	denna	denna	other	PN	after	news	05	20				DT PC NN VB VB PP JJ NN MID KN AB VB PN IE AB VB PP NN PP DT PC JJ NN MAD			
956	DN1987	99728	1987		I sommar kommer personalen vid informationsdisken att utökas från två till sex man .	att	3	7	8	utöka	4	32	5	35	s-form	1	0			1	0			4	personalen	personal	other	NN	after	news	05	20				PP NN VB NN PP NN IE VB PP RG PP RG NN MAD			
957	DN1987	101326	1987		Buller och avgaser från in- och utflygningsbanorna kommer att bli en ständig irritationskälla då störningarna uppträder både dag och nattetid .	att	8	9	10	bli	1	1	2	4	active	1	0			1	0			2	och	och	other	KN	before	news	05	20				NN KN NN PP AB KN NN VB IE VB DT JJ NN HA NN VB KN NN KN NN MAD			
958	DN1987	101365	1987		Flyttlassen kommer åter att rulla och i den alltmer förtätade bebyggelsen mår både natur och människan dåligt .	att	2	4	5	rulla	2	5	3	8	active	1	0			1	0			1	Flyttlassen	flyttlass	other	NN	before	news	05	20				NN VB AB IE VB KN PP DT AB VB NN VB KN NN KN NN AB MAD			
959	DN1987	102258	1987		Galeaser och skonare på väg från Sandhamn till Danderyd kommer att ankra upp i Vaxholm för natten fredag kväll den 29 maj .	att	10	11	12	ankra	1	1	2	4	active	1	0			1	0			2	och	och	other	KN	before	news	05	21				NN KN NN PP NN PP PM PP PM VB IE VB PL PP PM PP NN NN NN DT RG NN MAD			
960	DN1987	104611	1987		Det kommer att kosta ca 4 000 kronor att skaffa sig en privat blodbank .	att	2	3	4	kosta	1	1	2	4	active	1	0			1	1	5	13	1	Det	den	dummy	PN	before	news	05	18				PN VB IE VB AB RG RG NN IE VB PN DT JJ NN MAD			
961	DN1987	105916	1987		Den 38-årige Firmenich kommer ' bara ' att avtjäna 30 år av straffet .	omission	4	0	9	avtjäna	2	5	3	8	active	1	0			1	0			3	Firmenich	Firmenich	other	PM	before	news	05	21				DT JJ PM VB PAD AB PAD IE VB RG NN PP NN MAD			
964	DN1987	123392	1987		-- Bengt kommer att missa helgens tvådagars träningsläger med landslaget , berättar hans pappa Göran Sjöberg , själv gammal basketspelare i före detta storklubben Oliv .	att	3	4	5	missa	1	1	2	4	active	1	0			1	0			2	Bengt	Bengt	other	PM	before	news	05	21				MID PM VB IE VB NN NN NN PP NN MID VB PS NN PM PM MID JJ JJ NN PP PP PN NN NN MAD			
965	DN1987	127796	1987		Nu kommer Alviksstranden i stället att omvandlas till kontorsområde .	att	2	6	7	omvandla	4	23	5	26	s-form	1	0			1	0			3	Alviksstranden	Alviksstranden	other	NN	after	news	05	21				AB VB NN PP NN IE VB PP NN MAD			
968	DN1987	136639	1987		I dag börjar Tulltjänstemannaförbundet sin kongress i Ronneby , och får förundets styrelse som den vill kommer kongressen att bifalla ett par motioner om en gemensam hemförsäkring för de ungefär 5 000 medlemmarna .	att	17	19	20	bifalla	2	11	3	14	active	1	0			1	0			18	kongressen	kongress	other	NN	after	news	05	19				PP NN VB NN PS NN PP PM MID KN VB NN NN HP PN VB VB NN IE VB DT NN NN PP DT JJ NN PP DT AB RG RG NN MAD			
969	DN1987	143145	1987		En spelare som säkert kommer att låta höra talas om sig i framtiden .	att	5	6	7	låta	1	1	2	4	active	3	0			1	0			3	som	som	other	HP	before	news	05	21				DT NN HP AB VB IE VB VB VB PL PN PP NN MAD			
971	DN1987	145603	1987		Som nummer två kommer att göra friidrotten i Åkersberga slagkraftig resultatmässigt .	att	4	5	6	göra	1	1	2	4	active	1	0			1	0			3	två	två	other	RG	before	news	05	21				KN NN RG VB IE VB NN PP PM JJ AB MAD			
972	DN1987	148148	1987		Davis Cup-kvartsfinalen mellan Indien och Israel kommer att spelas i Indien , trots att de båda länderna sedan flera år inte har några diplomatiska relationer .	att	7	8	9	spela	1	1	2	4	s-form	1	0			1	1	4	13	0						news	05	21				PM PM PP PM KN PM VB IE VB PP PM MID PP SN DT JJ NN PP JJ NN AB VB DT JJ NN MAD			
974	DN1987	157374	1987		Ett strövområde där man nu kan vistas utan att höra motorbuller , där man kan färdas långt på skidor eller till fots utan att stoppas av vägbankar , kommer för all framtid att vara stympat av den planerade trafikleden , och därmed har detta naturområdes kvalitet väsentligt försämrats både ekologiskt och som friluftsområde , och detta är något vi aldrig kan återställa i ursprungligt skick .	omission	29	0	34	vara	4	14	5	17	active	1	2	4	19	1	0			2	strövområde	strövområde	other	NN	before	news	05	20				DT NN HA PN AB VB VB PP IE VB NN MID HA PN VB VB AB PP NN KN PP NN PP IE VB PP NN MID VB PP DT NN IE VB VB PP DT PC NN MID KN AB VB DT NN NN AB VB KN AB KN KN NN MID KN PN VB PN PN AB VB VB PP JJ NN MAD			
975	DN1987	162280	1987		Deponeras det på soptippar kommer dessa förr eller senare att börja läcka ut sitt innehåll .	omission	5	0	11	börja	5	21	6	24	active	2	0			1	0			6	dessa	denna	other	PN	after	news	05	19				VB PN PP NN VB PN AB KN AB IE VB VB PL PS NN MAD			
977	DN1987	178378	1987		Biblioteken kommer att klara att behålla dagens service i framtiden även utan privata insatser , menar du ?	att	2	3	4	klara	1	1	2	4	active	2	0			1	1	1	1	1	Biblioteken	bibliotek	other	NN	before	news	05	20				NN VB IE VB IE VB NN NN PP NN AB PP JJ NN MID VB PN MAD			
978	DN1987	185289	1987		Men flytten har försenats och kommer inte att påverka nästa års budget .	att	6	8	9	påverka	2	5	3	8	active	1	0			1	0			0						news	05	21				KN NN VB VB KN VB AB IE VB JJ NN NN MAD			
979	DN1987	213222	1987		Det innebär att den kommer att slutta lite mer än den gamla bron .	att	5	6	7	slutta	1	1	2	4	active	1	1	2	4	1	0			4	den	den	other	PN	before	news	05	20				PN VB SN PN VB IE VB AB AB KN DT JJ NN MAD			
980	DN1987	213419	1987		ONSDAG 20 MAJ ' Den här dagen kommer att bli precis som alla andra matchdagar .	att	8	9	10	bli	1	1	2	4	active	1	0			1	0			7	dagen	dag	other	NN	before	news	05	20				NN RG NN PAD DT AB NN VB IE VB AB KN DT JJ NN MAD			
981	DN1987	214136	1987		Leo Pergament tror inte att privata flygbolag i framtidemn kommer att ta över delar av trafikledningen .	att	10	11	12	ta	1	1	2	4	active	1	1	5	28	1	0			7	flygbolag	flygbolag	other	NN	before	news	05	19				PM PM VB AB SN JJ NN PP NN VB IE VB PL NN PP NN MAD			
982	DN1987	215539	1987		Det kommer att drabba en redan utsatt grupp , säger föreningen .	att	2	3	4	drabba	1	1	2	4	active	1	0			1	0			1	Det	den	dummy	PN	before	news	05	21				PN VB IE VB DT AB PC NN MID VB NN MAD			
983	DN1987	216057	1987		-- Dessa ubåtar kommer att bli de största , ha den längsta räckvidden och vara de dödligaste av konventionella ubåtar i västvärlden när de kommer i tjänst på 1990-talet , sade försvarsministern .	att	4	5	6	bli	1	1	2	4	active	1	0			1	0			3	ubåtar	ubåt	other	NN	before	news	05	19				MID DT NN VB IE VB DT JJ MID VB DT JJ NN KN VB DT JJ PP JJ NN PP NN HA PN VB PP NN PP NN MID VB NN MAD			
985	DN1987	225644	1987		Även Cullbergbaletten kommer att rymmas under taket .	att	3	4	5	rymmas	1	1	2	4	s-form	1	0			1	0			2	Cullbergbaletten	Cullbergbalett	other	NN	before	news	05	21				AB NN VB IE VB PP NN MAD			
986	DN1987	238162	1987		Förslaget från s-ledamöterna kommer att innebära ökade kostnader för staten , men detta får de studerande betala igen när det är dags för återbetalningen .	att	4	5	6	innebära	1	1	2	4	active	1	0			1	0			1	Förslaget	förslag	other	NN	before	news	05	21				NN PP NN VB IE VB PC NN PP NN MID KN PN VB DT NN VB PL HA PN VB NN PP NN MAD			
987	DN1987	239504	1987		De avhopp som redan sker kommer givetvis att öka ytterligare .	att	6	8	9	öka	2	9	3	12	active	1	0			1	0			2	avhopp	avhopp	other	NN	before	news	05	20				DT NN HP AB VB VB AB IE VB AB MAD			
988	DN1987	242540	1987		Att skolfrågorna kommer att spela en stor roll i valrörelsen är klart .	att	3	4	5	spela	1	1	2	4	active	1	0			1	0			2	skolfrågorna	skolfråga	other	NN	before	news	05	20				SN NN VB IE VB DT JJ NN PP NN VB JJ MAD			
989	DN1987	242862	1987		Lars Heikensten , departementsråd på finansdepartementet , tror att även transfereringarna , överföringarna av skattemedel till olika grupper , kommer att ses över .	att	20	21	22	se	1	1	2	4	s-form	1	1	9	65	1	0			13	överföringarna	överföring	other	NN	before	news	05	17				PM PM MID NN PP NN MID VB SN AB NN MID NN PP NN PP JJ NN MID VB IE VB PL MAD			
990	DN1987	253821	1987		Man kan ju inte veta om man kommer att finnas i närheten av blodbanken när behovet uppstår .	att	8	9	10	finnas	1	1	2	4	s-form	1	0			1	0			7	man	man	other	PN	before	news	05	18				PN VB AB AB VB SN PN VB IE VB PP NN PP NN HA NN VB MAD			
991	DN1987	255672	1987		Några europeiska befattningshavare har uttryckt oro för att avlägsnandet av kärnvapen i Europa kommer att ge Sovjet en enorm överlägsenhet när det gäller konventionella vapen som stridsvagnar , flyg och artilleri .	att	14	15	16	ge	1	1	2	4	active	1	1	6	31	1	0			9	avlägsnandet	avlägsnande	other	NN	before	news	05	21				DT JJ NN VB PC NN PP SN NN PP NN PP PM VB IE VB PM DT JJ NN HA PN VB JJ NN KN NN MID NN KN NN MAD			
992	DN1987	260551	1987		Onsdagens terrordåd tolkades som en direkt varning från den förbjudna motståndsrörelsen ANC att en oförsonlig attityd från de vita makthavarnas sida kommer att mötas med intensifierad ' väpnad kamp ' .	att	22	23	24	mötas	1	1	2	4	s-form	1	1	9	46	1	0			21	sida	sida	other	NN	before	news	05	21				NN NN VB KN DT JJ NN PP DT PC NN PM SN DT JJ NN PP DT JJ NN NN VB IE VB PP PC PAD PC NN PAD MAD			
993	DN1987	261704	1987		Sammanlagt 60 barn kommer dagligen att bussas till Rösjön under fyra sommarveckor .	att	4	6	7	bussa	2	9	3	12	s-form	1	0			1	0			3	barn	barn	other	NN	before	news	05	21				AB RG NN VB AB IE VB PP PM PP RG NN MAD			
